test,arch,platform,passed,status,extra_args,handler,handler_time,ram_size,rom_size
tests/kernel/obj_tracing/kernel.object_tracing,arm,nrf52_sparkfun,True,,,na,,41436,30222
tests/kernel/pending/kernel.pending,arm,nrf52_sparkfun,True,,,na,,33165,30615
tests/kernel/pipe/pipe/kernel.pipe,arm,nrf52_sparkfun,True,,,na,,58515,66344
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,nrf52_sparkfun,True,,,na,,60935,65516
tests/kernel/poll/kernel.poll,arm,nrf52_sparkfun,True,,,na,,65815,72148
tests/kernel/profiling/profiling_api/kernel.profiling,arm,nrf52_sparkfun,True,,,na,,28913,26596
tests/kernel/queue/kernel.queue,arm,nrf52_sparkfun,True,,,na,,64983,69368
tests/kernel/queue/kernel.queue.poll,arm,nrf52_sparkfun,True,,"CONF_FILE=""prj_poll.conf""",na,,68187,73312
tests/kernel/sched/deadline/kernel.sched.deadline,arm,nrf52_sparkfun,True,,,na,,27019,24017
tests/kernel/sched/metairq/kernel.sched.metairq,arm,nrf52_sparkfun,True,,,na,,27001,24039
tests/kernel/sched/preempt/kernel.sched.preempt,arm,nrf52_sparkfun,True,,,na,,29161,25763
tests/kernel/sched/schedule_api/kernel.sched,arm,nrf52_sparkfun,True,,,na,,90139,82168
tests/kernel/sched/schedule_api/kernel.sched.multiq,arm,nrf52_sparkfun,True,,CONF_FILE=prj_multiq.conf,na,,90055,81832
tests/kernel/sched/schedule_api/kernel.sched.multiq_no_timeslicing,arm,nrf52_sparkfun,True,,CONF_FILE=prj_multiq.conf,na,,85749,78674
tests/kernel/sched/schedule_api/kernel.sched_no_timeslicing,arm,nrf52_sparkfun,True,,,na,,85493,78670
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,nrf52_sparkfun,True,,,na,,73039,75928
tests/kernel/sleep/kernel.timing,arm,nrf52_sparkfun,True,,,na,,56736,62165
tests/kernel/smp/kernel.multiprocessing.smp,arm,nrf52_sparkfun,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,nrf52_sparkfun,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,nrf52_sparkfun,True,,,na,,58879,64308
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,nrf52_sparkfun,True,,,na,,58053,60202
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,nrf52_sparkfun,True,,,na,,13610,14368
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,nrf52_sparkfun,True,,,na,,68779,74748
tests/kernel/threads/thread_init/kernel.threads.init,arm,nrf52_sparkfun,True,,,na,,59801,63654
tests/kernel/tickless/tickless/kernel.tickless,arm,nrf52_sparkfun,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,nrf52_sparkfun,True,,,na,,25047,22857
tests/kernel/timer/starve/kernel.timer.starve,arm,nrf52_sparkfun,True,,,na,,25297,25923
tests/kernel/timer/timer_api/kernel.timer,arm,nrf52_sparkfun,True,,,na,,60553,68178
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,nrf52_sparkfun,True,,"CONF_FILE=""prj_tickless.conf""",na,,30411,32077
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,nrf52_sparkfun,True,,,na,,22945,23539
tests/kernel/workq/work_queue/kernel.workqueue,arm,nrf52_sparkfun,True,,,na,,36011,36421
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,nrf52_sparkfun,True,,,na,,68931,74280
tests/kernel/xip/arch.common.xip,arm,nrf52_sparkfun,True,,,na,,21501,21767
tests/lib/c_lib/libraries.libc,arm,nrf52_sparkfun,True,,,na,,23576,25380
tests/lib/fdtable/libraries.os.fdtable,arm,nrf52_sparkfun,True,,,na,,25649,25475
tests/lib/json/libraries.encoding.json,arm,nrf52_sparkfun,True,,,na,,28659,34341
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,arm,nrf52_sparkfun,True,,CONF_FILE=prj.conf,na,,57307,63964
tests/lib/mem_alloc/libraries.libc.newlib,arm,nrf52_sparkfun,True,,CONF_FILE=prj_newlib.conf,na,,59335,66300
tests/lib/ringbuffer/libraries.data_structures,arm,nrf52_sparkfun,True,,,na,,27074,28711
tests/lib/sprintf/libraries.libc.sprintf,arm,nrf52_sparkfun,True,,,na,,30095,37525
tests/misc/test_build/test_debug,arm,nrf52_sparkfun,True,,CONF_FILE=debug.conf,na,,26582,25176
tests/net/buf/net.buf,arm,nrf52_sparkfun,True,,,na,,36825,30603
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arm,nrf52_sparkfun,True,,,na,,53513,49971
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arm,nrf52_sparkfun,True,,,na,,70953,64311
tests/posix/common/portability.posix.common,arm,nrf52_sparkfun,True,,,na,,67965,51891
tests/posix/common/portability.posix.common.newlib,arm,nrf52_sparkfun,True,,,na,,74097,58173
tests/shell/shell,arm,nrf52_sparkfun,True,,,na,,42815,46113
tests/subsys/debug/tracing/tracing.openocd,arm,nrf52_sparkfun,True,,,na,,18190,12720
tests/subsys/logging/log_core/logging.log_core,arm,nrf52_sparkfun,True,,,na,,29094,24221
tests/subsys/logging/log_list/logging.log_list,arm,nrf52_sparkfun,True,,,na,,33262,32381
tests/subsys/logging/log_msg/logging.log_msg,arm,nrf52_sparkfun,True,,,na,,35066,35129
tests/subsys/logging/log_output/logging.log_output,arm,nrf52_sparkfun,True,,,na,,33924,32467
tests/subsys/shell/shell_history/shell.history,arm,nrf52_sparkfun,True,,,na,,41771,42581
tests/ztest/base/testing.ztest.verbose_0,arm,nrf52_sparkfun,True,,CONF_FILE=prj_verbose_0.conf,na,,21477,21735
tests/ztest/base/testing.ztest.verbose_1,arm,nrf52_sparkfun,True,,CONF_FILE=prj_verbose_1.conf,na,,21703,22129
tests/ztest/base/testing.ztest.verbose_2,arm,nrf52_sparkfun,True,,CONF_FILE=prj_verbose_2.conf,na,,21719,22185
tests/ztest/custom_output/testing.ztest.customized_output,arm,nrf52_sparkfun,True,,CONF_FILE=prj_customized_output.conf,na,,21473,21543
tests/ztest/custom_output/testing.ztest.regular_output,arm,nrf52_sparkfun,True,,,na,,21457,21607
samples/application_development/external_lib/sample.app_dev.external_lib,arm,nrf52_vbluno52,True,,,na,,16992,13898
samples/cpp_synchronization/sample.cpp_syncronisation,arm,nrf52_vbluno52,True,,,na,,18776,13606
samples/drivers/crypto/sample.driver.crypto.mbedtls,arm,nrf52_vbluno52,True,,CONF_FILE=prj_mtls_shim.conf,na,,41686,47461
samples/drivers/crypto/sample.driver.crypto.mbedtls.micro,arm,nrf52_vbluno52,True,,,na,,32734,31045
samples/drivers/entropy/sample.driver.entropy,arm,nrf52_vbluno52,True,,,na,,18916,15922
samples/hello_world/sample.helloworld,arm,nrf52_vbluno52,True,,,na,,14230,11132
samples/mpu/mpu_test/sample.mpu.mpu_test,arm,nrf52_vbluno52,True,,,na,,45569,42454
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download,arm,nrf52_vbluno52,True,,,na,,110225,93934
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download.posix,arm,nrf52_vbluno52,True,,,na,,112033,94326
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server,arm,nrf52_vbluno52,True,,,na,,70344,58200
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.posix,arm,nrf52_vbluno52,True,,,na,,72140,58580
samples/net/sockets/http_client/sample.net.sockets.http_client,arm,nrf52_vbluno52,True,,,na,,119067,113540
samples/net/sockets/http_get/sample.net.sockets.http_get,arm,nrf52_vbluno52,True,,,na,,96521,79974
samples/net/sockets/http_get/sample.net.sockets.http_get.posix,arm,nrf52_vbluno52,True,,,na,,98317,80354
samples/net/sockets/websocket_client/sample.net.sockets.websocket_client,arm,nrf52_vbluno52,True,,,na,,133135,123720
samples/nfc/nfc_hello/sample.nfc.hello,arm,nrf52_vbluno52,True,,,na,,18753,15258
samples/philosophers/sample.philosopher,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1,na,,28018,22336
samples/philosophers/sample.philosopher.coop_only,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1,na,,26944,21306
samples/philosophers/sample.philosopher.fifos,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DFORKS=FIFOS,na,,28018,22336
samples/philosophers/sample.philosopher.lifos,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DFORKS=LIFOS,na,,28018,22336
samples/philosophers/sample.philosopher.preempt_only,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1,na,,28010,22316
samples/philosophers/sample.philosopher.same_prio,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,28018,22336
samples/philosophers/sample.philosopher.semaphores,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,28018,22336
samples/philosophers/sample.philosopher.stacks,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DFORKS=STACKS,na,,28018,22336
samples/philosophers/sample.philosopher.static,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DSTATIC_OBJS=1,na,,28018,22336
samples/philosophers/sample.philosopher.tracing,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1,na,,28018,22336
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1,na,,30062,24852
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.same_prio,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,30062,24852
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.semaphores,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,30062,24852
samples/portability/cmsis_rtos_v1/timer_synchronization/sample.portability.cmsis_rtos_v1.timer_synchronization,arm,nrf52_vbluno52,True,,,na,,26106,24108
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1,na,,32656,24210
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.same_prio,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,32656,24210
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.semaphores,arm,nrf52_vbluno52,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,32656,24210
samples/portability/cmsis_rtos_v2/timer_synchronization/sample.portability.cmsis_rtos_v2.timer_synchronization,arm,nrf52_vbluno52,True,,,na,,26398,24316
samples/sensor/thermometer/sample.sensor.thermometer,arm,nrf52_vbluno52,True,,,na,,20336,17406
samples/subsys/console/echo/sample.subsys.console.echo,arm,nrf52_vbluno52,True,,,na,,17299,13748
samples/subsys/console/getchar/sample.subsys.console.getchar,arm,nrf52_vbluno52,True,,,na,,16609,13498
samples/subsys/console/getline/sample.subsys.console.getline,arm,nrf52_vbluno52,True,,,na,,18401,15076
samples/subsys/logging/logger/samples.logger,arm,nrf52_vbluno52,True,,,na,,31215,26490
samples/subsys/logging/logger/samples.logger.rtt,arm,nrf52_vbluno52,True,,,na,,33595,27732
samples/subsys/logging/logger/samples.logger.usermode,arm,nrf52_vbluno52,True,,,na,,57720,57110
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module,arm,nrf52_vbluno52,True,,,na,,48786,47038
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_minimal.conf""",na,,28175,24110
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal_rtt,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_minimal_rtt.conf""",na,,29636,24374
samples/synchronization/sample.synchronization,arm,nrf52_vbluno52,True,,,na,,17782,12464
samples/testing/integration/section.subsection,arm,nrf52_vbluno52,True,,,na,,21323,21449
samples/userspace/prod_consumer/sample.userspace.prod_consumer,arm,nrf52_vbluno52,True,,,na,,57015,55944
samples/userspace/shared_mem/sample.kernel.memory_protection.shared_mem,arm,nrf52_vbluno52,True,,,na,,37701,32098
tests/application_development/cpp/misc.app_dev.cpp,arm,nrf52_vbluno52,True,,,na,,25039,24521
tests/application_development/gen_inc_file/buildsystem.include_file,arm,nrf52_vbluno52,True,,,na,,22829,23711
tests/application_development/libcxx/misc.app_dev.libcxx,arm,nrf52_vbluno52,True,,,na,,50867,55199
tests/application_development/libcxx/misc.app_dev.libcxx.exceptions,arm,nrf52_vbluno52,True,,,na,,50927,55259
tests/arch/arm/arm_interrupt/arch.interrupt.arm,arm,nrf52_vbluno52,True,,,na,,22035,22653
tests/arch/arm/arm_interrupt/arch.interrupt.no_optimizations,arm,nrf52_vbluno52,True,,,na,,45017,47919
tests/arch/arm/arm_irq_vector_table/arch.interrupt.arm.irq_vector_table,arm,nrf52_vbluno52,True,,,na,,21019,21413
tests/arch/arm/arm_ramfunc/arch.ramfunc,arm,nrf52_vbluno52,True,,,na,,51491,58116
tests/arch/arm/arm_runtime_nmi/arch.interrupt.arm.nmi,arm,nrf52_vbluno52,True,,,na,,22741,23111
tests/arch/arm/arm_thread_swap/arch.arm.swap.common,arm,nrf52_vbluno52,True,,,na,,55164,61168
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing,arm,nrf52_vbluno52,True,,,na,,57880,64652
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.fp_sharing.no_optimizations,arm,nrf52_vbluno52,True,,,na,,115124,128124
tests/arch/arm/arm_thread_swap/arch.arm.swap.common.no_optimizations,arm,nrf52_vbluno52,True,,,na,,111012,123240
tests/arch/arm/arm_zero_latency_irqs/arch.zero_latency_interrupts,arm,nrf52_vbluno52,True,,,na,,21909,22467
tests/benchmarks/app_kernel/benchmark.application,arm,nrf52_vbluno52,True,,,na,,47509,29702
tests/benchmarks/boot_time/benchmark.boot_time,arm,nrf52_vbluno52,True,,,na,,0,0
tests/benchmarks/latency_measure/benchmark.latency,arm,nrf52_vbluno52,True,,,na,,29208,23566
tests/benchmarks/sched/benchmark.scheduler,arm,nrf52_vbluno52,True,,,na,,16690,12476
tests/benchmarks/sys_kernel/benchmark.kernel,arm,nrf52_vbluno52,True,,,na,,44856,24494
tests/benchmarks/timing_info/benchmark.timing.default_kernel,arm,nrf52_vbluno52,True,,,na,,32754,27776
tests/benchmarks/timing_info/benchmark.timing.userspace,arm,nrf52_vbluno52,True,,CONF_FILE=prj_userspace.conf,na,,57717,56546
tests/crypto/mbedtls/crypto.mbedtls,arm,nrf52_vbluno52,True,,,na,,105243,126108
tests/crypto/rand32/crypto.rand32,arm,nrf52_vbluno52,True,,,na,,23339,24261
tests/crypto/rand32/crypto.rand32.random_ctr_drbg,arm,nrf52_vbluno52,True,,CONF_FILE=prj_ctr_drbg.conf,na,,23339,24261
tests/crypto/rand32/crypto.rand32.random_hw_xoroshiro,arm,nrf52_vbluno52,True,,CONF_FILE=prj_hw_random_xoroshiro.conf,na,,23481,24399
tests/crypto/rand32/crypto.rand32.random_sw_systimer,arm,nrf52_vbluno52,True,,CONF_FILE=prj_sw_random_systimer.conf,na,,23339,24261
tests/drivers/entropy/api/peripheral.entropy,arm,nrf52_vbluno52,True,,,na,,22697,23403
tests/drivers/ipm/peripheral.mailbox,arm,nrf52_vbluno52,True,,,na,,25312,25966
tests/drivers/uart/uart_async_api/peripheral.uart_async_api,arm,nrf52_vbluno52,True,,,na,,37696,35812
tests/drivers/uart/uart_basic_api/peripheral.uart,arm,nrf52_vbluno52,True,,,na,,23888,24715
tests/drivers/uart/uart_basic_api/peripheral.uart.poll,arm,nrf52_vbluno52,True,,CONF_FILE=prj_poll.conf,na,,21783,22289
tests/drivers/uart/uart_basic_api/peripheral.uart.shell,arm,nrf52_vbluno52,True,,CONF_FILE=prj_shell.conf,na,,42725,45402
tests/kernel/common/kernel.common,arm,nrf52_vbluno52,True,,,na,,75185,83162
tests/kernel/common/kernel.common.misra,arm,nrf52_vbluno52,True,,,na,,75391,83352
tests/kernel/context/kernel.context,arm,nrf52_vbluno52,True,,,na,,34139,31069
tests/kernel/critical/kernel.critical,arm,nrf52_vbluno52,True,,,na,,28811,25973
tests/kernel/critical/kernel.critical.sam,arm,nrf52_vbluno52,True,,,na,,0,0
tests/kernel/early_sleep/kernel.sleep,arm,nrf52_vbluno52,True,,,na,,24180,24490
tests/kernel/fatal/kernel.common.stack_protection,arm,nrf52_vbluno52,True,,CONF_FILE=prj.conf,na,,55699,60224
tests/kernel/fatal/kernel.common.stack_protection_arm_fp_sharing,arm,nrf52_vbluno52,True,,CONF_FILE=prj_arm_fp_sharing.conf,na,,56475,61052
tests/kernel/fatal/kernel.common.stack_protection_armv8m_mpu_stack_guard,arm,nrf52_vbluno52,True,,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_no_userspace,arm,nrf52_vbluno52,True,,CONF_FILE=protection_no_userspace.conf,na,,25185,23871
tests/kernel/fatal/kernel.common.stack_sentinel,arm,nrf52_vbluno52,True,,CONF_FILE=sentinel.conf,na,,25049,24071
tests/kernel/fifo/fifo_api/kernel.fifo,arm,nrf52_vbluno52,True,,,na,,29701,29147
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_poll.conf""",na,,31763,31689
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,arm,nrf52_vbluno52,True,,,na,,38607,28881
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.poll,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_poll.conf""",na,,40681,31451
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,nrf52_vbluno52,True,,,na,,26391,25817
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_poll.conf""",na,,28473,28387
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,nrf52_vbluno52,True,,,na,,57951,62216
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,nrf52_vbluno52,True,,PI_NUM_ITERATIONS=70000,na,,34128,24958
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,nrf52_vbluno52,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,nrf52_vbluno52,True,,,na,,19964,21162
tests/kernel/interrupt/arch.interrupt,arm,nrf52_vbluno52,True,,,na,,23133,24211
tests/kernel/lifo/lifo_api/kernel.lifo,arm,nrf52_vbluno52,True,,,na,,26745,26127
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,arm,nrf52_vbluno52,True,,,na,,40699,28429
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,nrf52_vbluno52,True,,,na,,35172,32473
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,nrf52_vbluno52,True,,,na,,26018,24971
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,nrf52_vbluno52,True,,,na,,24411,24953
tests/kernel/mem_pool/mem_pool/kernel.memory_pool,arm,nrf52_vbluno52,True,,,na,,36795,26777
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,nrf52_vbluno52,True,,,na,,26089,25943
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,nrf52_vbluno52,True,,,na,,28387,27313
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,nrf52_vbluno52,True,,,na,,26431,23777
tests/kernel/mem_pool/sys_mem_pool/kernel.memory_pool.sys,arm,nrf52_vbluno52,True,,,na,,68487,74436
tests/kernel/mem_protect/futex/kernel.futex,arm,nrf52_vbluno52,True,,,na,,69251,71496
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,arm,nrf52_vbluno52,True,,,na,,74137,73518
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.armv8m_gap_filling,arm,nrf52_vbluno52,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,nrf52_vbluno52,True,,,na,,61115,59076
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,nrf52_vbluno52,True,,,na,,24205,24891
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,nrf52_vbluno52,True,,,na,,25999,24761
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,nrf52_vbluno52,True,,,na,,68369,72738
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem,arm,nrf52_vbluno52,True,,,na,,65857,69670
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,nrf52_vbluno52,True,,,na,,30253,28235
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,nrf52_vbluno52,True,,,na,,56281,63118
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace,arm,nrf52_vbluno52,True,,,na,,78118,76334
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace.armv8m_gap_filling,arm,nrf52_vbluno52,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,nrf52_vbluno52,True,,,na,,28253,24499
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,nrf52_vbluno52,True,,,na,,23809,25159
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,nrf52_vbluno52,True,,,na,,25733,24363
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,nrf52_vbluno52,True,,,na,,24581,22055
tests/kernel/mp/kernel.multiprocessing,arm,nrf52_vbluno52,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,nrf52_vbluno52,True,,,na,,62215,67460
tests/kernel/mutex/mutex_api/kernel.mutex,arm,nrf52_vbluno52,True,,,na,,54487,60640
tests/kernel/mutex/sys_mutex/sys.mutex,arm,nrf52_vbluno52,True,,,na,,66509,69602
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,nrf52_vbluno52,True,,,na,,30403,27765
tests/kernel/obj_tracing/kernel.object_tracing,arm,nrf52_vbluno52,True,,,na,,41460,30246
tests/kernel/pending/kernel.pending,arm,nrf52_vbluno52,True,,,na,,33189,30639
tests/kernel/pipe/pipe/kernel.pipe,arm,nrf52_vbluno52,True,,,na,,58539,66368
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,nrf52_vbluno52,True,,,na,,60959,65540
tests/kernel/poll/kernel.poll,arm,nrf52_vbluno52,True,,,na,,65839,72172
tests/kernel/profiling/profiling_api/kernel.profiling,arm,nrf52_vbluno52,True,,,na,,28937,26620
tests/kernel/queue/kernel.queue,arm,nrf52_vbluno52,True,,,na,,65007,69392
tests/kernel/queue/kernel.queue.poll,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_poll.conf""",na,,68211,73336
tests/kernel/sched/deadline/kernel.sched.deadline,arm,nrf52_vbluno52,True,,,na,,27043,24041
tests/kernel/sched/metairq/kernel.sched.metairq,arm,nrf52_vbluno52,True,,,na,,27025,24063
tests/kernel/sched/preempt/kernel.sched.preempt,arm,nrf52_vbluno52,True,,,na,,29185,25787
tests/kernel/sched/schedule_api/kernel.sched,arm,nrf52_vbluno52,True,,,na,,90163,82192
tests/kernel/sched/schedule_api/kernel.sched.multiq,arm,nrf52_vbluno52,True,,CONF_FILE=prj_multiq.conf,na,,90079,81856
tests/kernel/sched/schedule_api/kernel.sched.multiq_no_timeslicing,arm,nrf52_vbluno52,True,,CONF_FILE=prj_multiq.conf,na,,85773,78698
tests/kernel/sched/schedule_api/kernel.sched_no_timeslicing,arm,nrf52_vbluno52,True,,,na,,85517,78694
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,nrf52_vbluno52,True,,,na,,73063,75952
tests/kernel/sleep/kernel.timing,arm,nrf52_vbluno52,True,,,na,,56760,62189
tests/kernel/smp/kernel.multiprocessing.smp,arm,nrf52_vbluno52,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,nrf52_vbluno52,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,nrf52_vbluno52,True,,,na,,58903,64332
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,nrf52_vbluno52,True,,,na,,58077,60226
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,nrf52_vbluno52,True,,,na,,13634,14392
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,nrf52_vbluno52,True,,,na,,68803,74772
tests/kernel/threads/thread_init/kernel.threads.init,arm,nrf52_vbluno52,True,,,na,,59825,63678
tests/kernel/tickless/tickless/kernel.tickless,arm,nrf52_vbluno52,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,nrf52_vbluno52,True,,,na,,25071,22881
tests/kernel/timer/starve/kernel.timer.starve,arm,nrf52_vbluno52,True,,,na,,25321,25947
tests/kernel/timer/timer_api/kernel.timer,arm,nrf52_vbluno52,True,,,na,,60577,68202
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,nrf52_vbluno52,True,,"CONF_FILE=""prj_tickless.conf""",na,,30435,32101
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,nrf52_vbluno52,True,,,na,,22969,23563
tests/kernel/workq/work_queue/kernel.workqueue,arm,nrf52_vbluno52,True,,,na,,36035,36445
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,nrf52_vbluno52,True,,,na,,68955,74304
tests/kernel/xip/arch.common.xip,arm,nrf52_vbluno52,True,,,na,,21525,21791
tests/lib/c_lib/libraries.libc,arm,nrf52_vbluno52,True,,,na,,23600,25404
tests/lib/fdtable/libraries.os.fdtable,arm,nrf52_vbluno52,True,,,na,,25673,25499
tests/lib/json/libraries.encoding.json,arm,nrf52_vbluno52,True,,,na,,28683,34365
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,arm,nrf52_vbluno52,True,,CONF_FILE=prj.conf,na,,57331,63988
tests/lib/mem_alloc/libraries.libc.newlib,arm,nrf52_vbluno52,True,,CONF_FILE=prj_newlib.conf,na,,59359,66324
tests/lib/ringbuffer/libraries.data_structures,arm,nrf52_vbluno52,True,,,na,,27098,28735
tests/lib/sprintf/libraries.libc.sprintf,arm,nrf52_vbluno52,True,,,na,,30119,37549
tests/misc/test_build/test_debug,arm,nrf52_vbluno52,True,,CONF_FILE=debug.conf,na,,26602,25196
tests/net/buf/net.buf,arm,nrf52_vbluno52,True,,,na,,36849,30627
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arm,nrf52_vbluno52,True,,,na,,53537,49995
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arm,nrf52_vbluno52,True,,,na,,70977,64335
tests/posix/common/portability.posix.common,arm,nrf52_vbluno52,True,,,na,,67989,51915
tests/posix/common/portability.posix.common.newlib,arm,nrf52_vbluno52,True,,,na,,74121,58197
tests/shell/shell,arm,nrf52_vbluno52,True,,,na,,42839,46137
tests/subsys/debug/tracing/tracing.openocd,arm,nrf52_vbluno52,True,,,na,,18214,12744
tests/subsys/logging/log_core/logging.log_core,arm,nrf52_vbluno52,True,,,na,,29118,24245
tests/subsys/logging/log_list/logging.log_list,arm,nrf52_vbluno52,True,,,na,,33286,32405
tests/subsys/logging/log_msg/logging.log_msg,arm,nrf52_vbluno52,True,,,na,,35090,35153
