test,arch,platform,passed,status,extra_args,handler,handler_time,ram_size,rom_size
tests/drivers/uart/uart_basic_api/peripheral.uart.shell,arm,stm3210c_eval,True,,CONF_FILE=prj_shell.conf,na,,41800,44172
tests/drivers/watchdog/wdt_basic_api/peripheral.watchdog,arm,stm3210c_eval,True,,,na,,21997,22201
tests/kernel/common/kernel.common,arm,stm3210c_eval,True,,,na,,39561,41673
tests/kernel/common/kernel.common.misra,arm,stm3210c_eval,True,,,na,,39495,41591
tests/kernel/context/kernel.context,arm,stm3210c_eval,True,,,na,,33329,30401
tests/kernel/critical/kernel.critical,arm,stm3210c_eval,True,,,na,,28129,25161
tests/kernel/critical/kernel.critical.sam,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/early_sleep/kernel.sleep,arm,stm3210c_eval,True,,,na,,23582,23682
tests/kernel/fatal/kernel.common.stack_protection,arm,stm3210c_eval,True,,CONF_FILE=prj.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_arm_fp_sharing,arm,stm3210c_eval,True,,CONF_FILE=prj_arm_fp_sharing.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_armv8m_mpu_stack_guard,arm,stm3210c_eval,True,,CONF_FILE=prj_armv8m_mpu_stack_guard.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_protection_no_userspace,arm,stm3210c_eval,True,,CONF_FILE=protection_no_userspace.conf,na,,0,0
tests/kernel/fatal/kernel.common.stack_sentinel,arm,stm3210c_eval,True,,CONF_FILE=sentinel.conf,na,,23951,22555
tests/kernel/fifo/fifo_api/kernel.fifo,arm,stm3210c_eval,True,,,na,,28999,28315
tests/kernel/fifo/fifo_api/kernel.fifo.poll,arm,stm3210c_eval,True,,"CONF_FILE=""prj_poll.conf""",na,,31061,30857
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout,arm,stm3210c_eval,True,,,na,,37605,27993
tests/kernel/fifo/fifo_timeout/kernel.fifo.timeout.poll,arm,stm3210c_eval,True,,"CONF_FILE=""prj_poll.conf""",na,,39679,30563
tests/kernel/fifo/fifo_usage/kernel.fifo.usage,arm,stm3210c_eval,True,,,na,,25789,25009
tests/kernel/fifo/fifo_usage/kernel.fifo.usage.poll,arm,stm3210c_eval,True,,"CONF_FILE=""prj_poll.conf""",na,,27871,27579
tests/kernel/fp_sharing/float_disable/kernel.fp_sharing.float_disable.arm,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing,arm,stm3210c_eval,True,,PI_NUM_ITERATIONS=70000,na,,0,0
tests/kernel/fp_sharing/generic/kernel.fp_sharing.arc,arm,stm3210c_eval,True,,PI_NUM_ITERATIONS=500,na,,0,0
tests/kernel/gen_isr_table/arch.interrupt.gen_isr_table,arm,stm3210c_eval,True,,,na,,18818,19726
tests/kernel/interrupt/arch.interrupt,arm,stm3210c_eval,True,,,na,,22711,23531
tests/kernel/lifo/lifo_api/kernel.lifo,arm,stm3210c_eval,True,,,na,,26103,25319
tests/kernel/lifo/lifo_usage/kernel.lifo.usage,arm,stm3210c_eval,True,,,na,,39713,27637
tests/kernel/mbox/mbox_api/kernel.mailbox.api,arm,stm3210c_eval,True,,,na,,34342,31677
tests/kernel/mbox/mbox_usage/kernel.mailbox.usage,arm,stm3210c_eval,True,,,na,,24688,23431
tests/kernel/mem_heap/mheap_api_concept/kernel.memory_heap,arm,stm3210c_eval,True,,,na,,23853,24149
tests/kernel/mem_pool/mem_pool/kernel.memory_pool,arm,stm3210c_eval,True,,,na,,36157,25973
tests/kernel/mem_pool/mem_pool_api/kernel.memory_pool.api,arm,stm3210c_eval,True,,,na,,25527,25135
tests/kernel/mem_pool/mem_pool_concept/kernel.memory_pool.concept,arm,stm3210c_eval,True,,,na,,27689,26489
tests/kernel/mem_pool/mem_pool_threadsafe/kernel.memory_pool.threadsafe,arm,stm3210c_eval,True,,,na,,25713,22973
tests/kernel/mem_pool/sys_mem_pool/kernel.memory_pool.sys,arm,stm3210c_eval,True,,,na,,31501,31661
tests/kernel/mem_protect/futex/kernel.futex,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mem_protect/mem_protect/kernel.memory_protection.armv8m_gap_filling,arm,stm3210c_eval,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_protect/obj_validation/kernel.memory_protection.obj_validation,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mem_protect/protection/kernel.memory_protection.protection,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mem_protect/stack_random/kernel.memory_protection.stack_random,arm,stm3210c_eval,True,,,na,,23355,21475
tests/kernel/mem_protect/stackprot/kernel.memory_protection.stackprot,arm,stm3210c_eval,True,,,na,,27909,25829
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem,arm,stm3210c_eval,True,,,na,,29447,27423
tests/kernel/mem_protect/sys_sem/kernel.memory_protection.sys_sem.nouser,arm,stm3210c_eval,True,,,na,,29447,27423
tests/kernel/mem_protect/syscalls/kernel.memory_protection.syscalls,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mem_protect/userspace/kernel.memory_protection.userspace.armv8m_gap_filling,arm,stm3210c_eval,True,,CONFIG_MPU_GAP_FILLING=y,na,,0,0
tests/kernel/mem_slab/mslab/kernel.memory_slabs.api.test,arm,stm3210c_eval,True,,,na,,26923,22959
tests/kernel/mem_slab/mslab_api/kernel.memory_slabs.api,arm,stm3210c_eval,True,,,na,,23251,24355
tests/kernel/mem_slab/mslab_concept/kernel.memory_slabs.concept,arm,stm3210c_eval,True,,,na,,25047,23551
tests/kernel/mem_slab/mslab_threadsafe/kernel.memory_slabs.threadsafe,arm,stm3210c_eval,True,,,na,,23963,21351
tests/kernel/mp/kernel.multiprocessing,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/msgq/msgq_api/kernel.message_queue,arm,stm3210c_eval,True,,,na,,30695,30035
tests/kernel/mutex/mutex_api/kernel.mutex,arm,stm3210c_eval,True,,,na,,24767,25103
tests/kernel/mutex/sys_mutex/sys.mutex,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/mutex/sys_mutex/sys.mutex.nouser,arm,stm3210c_eval,True,,,na,,29557,26953
tests/kernel/obj_tracing/kernel.object_tracing,arm,stm3210c_eval,True,,,na,,40618,29434
tests/kernel/pending/kernel.pending,arm,stm3210c_eval,True,,,na,,32363,29763
tests/kernel/pipe/pipe/kernel.pipe,arm,stm3210c_eval,True,,,na,,30198,31435
tests/kernel/pipe/pipe_api/kernel.pipe.api,arm,stm3210c_eval,True,,,na,,34015,32503
tests/kernel/poll/kernel.poll,arm,stm3210c_eval,True,,,na,,35121,35301
tests/kernel/profiling/profiling_api/kernel.profiling,arm,stm3210c_eval,True,,,na,,28867,26124
tests/kernel/queue/kernel.queue,arm,stm3210c_eval,True,,,na,,30475,29075
tests/kernel/queue/kernel.queue.poll,arm,stm3210c_eval,True,,"CONF_FILE=""prj_poll.conf""",na,,32541,31621
tests/kernel/sched/deadline/kernel.sched.deadline,arm,stm3210c_eval,True,,,na,,26149,23221
tests/kernel/sched/metairq/kernel.sched.metairq,arm,stm3210c_eval,True,,,na,,26507,23407
tests/kernel/sched/preempt/kernel.sched.preempt,arm,stm3210c_eval,True,,,na,,28359,24955
tests/kernel/sched/schedule_api/kernel.sched,arm,stm3210c_eval,True,,,na,,39935,31295
tests/kernel/sched/schedule_api/kernel.sched.multiq,arm,stm3210c_eval,True,,CONF_FILE=prj_multiq.conf,na,,40171,31279
tests/kernel/sched/schedule_api/kernel.sched.multiq_no_timeslicing,arm,stm3210c_eval,True,,CONF_FILE=prj_multiq.conf,na,,36841,28777
tests/kernel/sched/schedule_api/kernel.sched_no_timeslicing,arm,stm3210c_eval,True,,,na,,36585,28773
tests/kernel/semaphore/semaphore/kernel.semaphore,arm,stm3210c_eval,True,,,na,,36837,33833
tests/kernel/sleep/kernel.timing,arm,stm3210c_eval,True,,,na,,24946,24902
tests/kernel/smp/kernel.multiprocessing.smp,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/spinlock/kernel.multiprocessing.spinlock,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/stack/stack/kernel.stack.usage,arm,stm3210c_eval,True,,,na,,27579,27099
tests/kernel/threads/dynamic_thread/kernel.threads.dynamic,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/threads/no-multithreading/kernel.threads.no-multithreading,arm,stm3210c_eval,True,,,na,,13562,14158
tests/kernel/threads/thread_apis/kernel.threads.apis,arm,stm3210c_eval,True,,,na,,35091,35331
tests/kernel/threads/thread_init/kernel.threads.init,arm,stm3210c_eval,True,,,na,,24621,22521
tests/kernel/tickless/tickless/kernel.tickless,arm,stm3210c_eval,True,,,na,,0,0
tests/kernel/tickless/tickless_concept/kernel.tickless.concept,arm,stm3210c_eval,True,,,na,,25433,23149
tests/kernel/timer/starve/kernel.timer.starve,arm,stm3210c_eval,True,,,na,,24891,25263
tests/kernel/timer/timer_api/kernel.timer,arm,stm3210c_eval,True,,,na,,29525,30937
tests/kernel/timer/timer_api/kernel.timer.tickless,arm,stm3210c_eval,True,,"CONF_FILE=""prj_tickless.conf""",na,,29609,31021
tests/kernel/timer/timer_monotonic/kernel.timer.monotonic,arm,stm3210c_eval,True,,,na,,22411,22759
tests/kernel/workq/work_queue/kernel.workqueue,arm,stm3210c_eval,True,,,na,,35337,35581
tests/kernel/workq/work_queue_api/kernel.workqueue.api,arm,stm3210c_eval,True,,,na,,36691,36079
tests/kernel/xip/arch.common.xip,arm,stm3210c_eval,True,,,na,,20235,20251
tests/lib/c_lib/libraries.libc,arm,stm3210c_eval,True,,,na,,22310,23864
tests/lib/fdtable/libraries.os.fdtable,arm,stm3210c_eval,True,,,na,,24383,23959
tests/lib/json/libraries.encoding.json,arm,stm3210c_eval,True,,,na,,27393,32825
tests/lib/mem_alloc/libraries.libc.minimal.mem_alloc,arm,stm3210c_eval,True,,CONF_FILE=prj.conf,na,,26015,26653
tests/lib/mem_alloc/libraries.libc.newlib,arm,stm3210c_eval,True,,CONF_FILE=prj_newlib.conf,na,,22535,22879
tests/lib/ringbuffer/libraries.data_structures,arm,stm3210c_eval,True,,,na,,25806,27193
tests/lib/sprintf/libraries.libc.sprintf,arm,stm3210c_eval,True,,,na,,25621,29241
tests/misc/test_build/test_debug,arm,stm3210c_eval,True,,CONF_FILE=debug.conf,na,,26292,24732
tests/net/buf/net.buf,arm,stm3210c_eval,True,,,na,,36235,29803
tests/portability/cmsis_rtos_v1/portability.cmsis_rtos_v1,arm,stm3210c_eval,True,,,na,,52353,49153
tests/portability/cmsis_rtos_v2/portability.cmsis_rtos_v2,arm,stm3210c_eval,True,,,na,,70579,64367
tests/posix/common/portability.posix.common,arm,stm3210c_eval,True,,,na,,66857,51197
tests/posix/common/portability.posix.common.newlib,arm,stm3210c_eval,True,,,na,,66779,51119
tests/shell/shell,arm,stm3210c_eval,True,,,na,,42415,45491
tests/subsys/debug/tracing/tracing.openocd,arm,stm3210c_eval,True,,,na,,18380,13216
tests/subsys/logging/log_core/logging.log_core,arm,stm3210c_eval,True,,,na,,28866,24319
tests/subsys/logging/log_list/logging.log_list,arm,stm3210c_eval,True,,,na,,32630,31551
tests/subsys/logging/log_msg/logging.log_msg,arm,stm3210c_eval,True,,,na,,34434,34299
tests/subsys/logging/log_output/logging.log_output,arm,stm3210c_eval,True,,,na,,33292,31637
tests/subsys/shell/shell_history/shell.history,arm,stm3210c_eval,True,,,na,,41375,41971
tests/ztest/base/testing.ztest.verbose_0,arm,stm3210c_eval,True,,CONF_FILE=prj_verbose_0.conf,na,,20211,20219
tests/ztest/base/testing.ztest.verbose_1,arm,stm3210c_eval,True,,CONF_FILE=prj_verbose_1.conf,na,,20437,20613
tests/ztest/base/testing.ztest.verbose_2,arm,stm3210c_eval,True,,CONF_FILE=prj_verbose_2.conf,na,,20453,20669
tests/ztest/custom_output/testing.ztest.customized_output,arm,stm3210c_eval,True,,CONF_FILE=prj_customized_output.conf,na,,20207,20027
tests/ztest/custom_output/testing.ztest.regular_output,arm,stm3210c_eval,True,,,na,,20191,20091
samples/application_development/external_lib/sample.app_dev.external_lib,arm,stm32373c_eval,True,,,na,,16498,13706
samples/cpp_synchronization/sample.cpp_syncronisation,arm,stm32373c_eval,True,,,na,,18194,13330
samples/drivers/crypto/sample.driver.crypto.mbedtls,arm,stm32373c_eval,True,,CONF_FILE=prj_mtls_shim.conf,na,,41834,47863
samples/drivers/crypto/sample.driver.crypto.mbedtls.micro,arm,stm32373c_eval,True,,,na,,32870,31435
samples/drivers/entropy/sample.driver.entropy,arm,stm32373c_eval,True,,,na,,0,0
samples/drivers/led_pca9633/sample.driver.led_pca9633,arm,stm32373c_eval,True,,,na,,28925,25746
samples/drivers/watchdog/sample.driver.watchdog,arm,stm32373c_eval,True,,,na,,26844,23652
samples/hello_world/sample.helloworld,arm,stm32373c_eval,True,,,na,,13736,10940
samples/mpu/mpu_test/sample.mpu.mpu_test,arm,stm32373c_eval,True,,,na,,45108,42204
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download,arm,stm32373c_eval,True,,,na,,109381,93326
samples/net/sockets/big_http_download/sample.net.sockets.big_http_download.posix,arm,stm32373c_eval,True,,,na,,111189,93718
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server,arm,stm32373c_eval,True,,,na,,69492,57584
samples/net/sockets/dumb_http_server/sample.net.sockets.dumb_http_server.posix,arm,stm32373c_eval,True,,,na,,71288,57964
samples/net/sockets/http_client/sample.net.sockets.http_client,arm,stm32373c_eval,True,,,na,,118766,113522
samples/net/sockets/http_get/sample.net.sockets.http_get,arm,stm32373c_eval,True,,,na,,95697,79386
samples/net/sockets/http_get/sample.net.sockets.http_get.posix,arm,stm32373c_eval,True,,,na,,97493,79766
samples/nfc/nfc_hello/sample.nfc.hello,arm,stm32373c_eval,True,,,na,,18462,15222
samples/philosophers/sample.philosopher,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1,na,,27776,22028
samples/philosophers/sample.philosopher.coop_only,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1,na,,26722,21018
samples/philosophers/sample.philosopher.fifos,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DFORKS=FIFOS,na,,27776,22028
samples/philosophers/sample.philosopher.lifos,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DFORKS=LIFOS,na,,27776,22028
samples/philosophers/sample.philosopher.preempt_only,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1,na,,27768,22008
samples/philosophers/sample.philosopher.same_prio,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,27776,22028
samples/philosophers/sample.philosopher.semaphores,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,27776,22028
samples/philosophers/sample.philosopher.stacks,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DFORKS=STACKS,na,,27776,22028
samples/philosophers/sample.philosopher.static,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DSTATIC_OBJS=1,na,,27776,22028
samples/philosophers/sample.philosopher.tracing,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1,na,,27776,22028
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1,na,,29890,24554
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.same_prio,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,29890,24554
samples/portability/cmsis_rtos_v1/philosophers/sample.philosopher.semaphores,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,29890,24554
samples/portability/cmsis_rtos_v1/timer_synchronization/sample.portability.cmsis_rtos_v1.timer_synchronization,arm,stm32373c_eval,True,,,na,,25946,23822
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1,na,,32608,24036
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.same_prio,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DSAME_PRIO=1,na,,32608,24036
samples/portability/cmsis_rtos_v2/philosophers/sample.philosopher.semaphores,arm,stm32373c_eval,True,,-DDEBUG_PRINTF=1 -DFORKS=SEMAPHORES,na,,32608,24036
samples/portability/cmsis_rtos_v2/timer_synchronization/sample.portability.cmsis_rtos_v2.timer_synchronization,arm,stm32373c_eval,True,,,na,,26350,24142
samples/sensor/thermometer/sample.sensor.thermometer,arm,stm32373c_eval,True,,,na,,19858,17226
samples/subsys/console/echo/sample.subsys.console.echo,arm,stm32373c_eval,True,,,na,,16992,13696
samples/subsys/console/getchar/sample.subsys.console.getchar,arm,stm32373c_eval,True,,,na,,16302,13446
samples/subsys/console/getline/sample.subsys.console.getline,arm,stm32373c_eval,True,,,na,,18098,15028
samples/subsys/logging/logger/samples.logger,arm,stm32373c_eval,True,,,na,,31251,26788
samples/subsys/logging/logger/samples.logger.rtt,arm,stm32373c_eval,True,,,na,,33651,28030
samples/subsys/logging/logger/samples.logger.usermode,arm,stm32373c_eval,True,,,na,,0,0
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal,arm,stm32373c_eval,True,,"CONF_FILE=""prj_minimal.conf""",na,,27066,23264
samples/subsys/shell/shell_module/sample.subsys.shell.shell_module.minimal_rtt,arm,stm32373c_eval,True,,"CONF_FILE=""prj_minimal_rtt.conf""",na,,29772,24816
samples/synchronization/sample.synchronization,arm,stm32373c_eval,True,,,na,,17960,12960
samples/testing/integration/section.subsection,arm,stm32373c_eval,True,,,na,,20073,20013
samples/userspace/prod_consumer/sample.userspace.prod_consumer,arm,stm32373c_eval,True,,,na,,0,0
